"","date","piid","agency","ceiling_value","value","update_date","fpds_status","fpds_link","vendor","description","savings"
"1864",2025-01-24,"DU100H15C16","Housing and Urban Development",1958092.5,307846.48,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=DU100H15C16&modNumber=13&idvAgencyID=&idvPIID=&contractType=AWARD","SAVAN GROUP LLC","TSP.  THE OBJECTIVES OF THIS PROGRAM (TSP)ARE THE ACCEPTANCE OF SUITABLE NEW AND INNOVATIVE BUILDING MATERIALS AND SYSTEMS TO ENCOURAGE IMPROVEMENTS IN, AND DEVELOPMENT OF, TECHNOLOGICAL ADVANCES IN HOME BUILDING.IGF::OT::IGF",307846.48
"1865",2025-02-13,"86615121F00010","Housing and Urban Development",580426.81,523586.51,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615121F00010&modNumber=P00004&idvAgencyID=&idvPIID=DU100H16D02&contractType=AWARD","DYNAMIC-PRO INC.","TECHNICAL EVALUATION PANEL (TEP) CHAIR SUPPORT SERVICES - GNMA PROJECTS",523586.51
"1866",2025-01-29,"86614119D00007","Housing and Urban Development",1180274,1180274,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614119D00007&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=IDV","EGS INC.","INSURANCE ENDORSEMENT SUPPORT SERVICES FOR DENVER HOC.",1180274
"1867",2025-02-13,"86615621C00010","Housing and Urban Development",3830526.08,1719964.22,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615621C00010&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=AWARD","WORLD SERVICES LLC","COST BENEFIT ANALYSIS",1719964.22
"1868",2025-02-13,"86615122F00018","Housing and Urban Development",5410965.6,2188375,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615122F00018&modNumber=P00006&idvAgencyID=&idvPIID=86615121A00003&contractType=AWARD","DELOITTE CONSULTING LLP","THE CONTRACTOR SHALL PROVIDE STRATEGIC & MANAGEMENT CONSULTING SERVICES AND BUSINESS PROCESS RE-ENGINEERING SUPPORT TO HUD'S STRATEGIC PLANNING AND PERFORMANCE DIVISION (SPPD).",2188375
"1869",2025-02-18,"86614822C00014","Housing and Urban Development",789821,0,2025-02-19,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614822C00014&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=AWARD","SUMMIT CONSULTING LLC","PD&R WILL PROCURE THE SERVICES OF A CONTRACTOR TO DESCRIBE 1) THE NEEDS, PREFERENCES, AND EARLY CHILDCARE SOLUTIONS USED BY HUD-ASSISTED FAMILIES, 2) HOW HUD-ASSISTED FAMILIES ENGAGE WITH EARLY CHILDCARE ASSISTANCE PROGRAMS, 3) THE CURRENT AVAILA",0
"1870",2025-02-18,"86614924F00048","Housing and Urban Development",608097.99,0,2025-02-19,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614924F00048&modNumber=P00002&idvAgencyID=&idvPIID=GS00F101CA&contractType=AWARD","ECONOMETRICA, INC.","NEW SOLE SOURCE CONTRACT",0
"1871",2025-02-18,"86614923F00036","Housing and Urban Development",478835.08,250833.78,2025-02-19,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614923F00036&modNumber=P00002&idvAgencyID=&idvPIID=GS00F216GA&contractType=AWARD","2M RESEARCH SERVICES LLC","RELOCATION OPTIONS FOR HOUSEHOLDS AT RISK FROM NATURAL HAZARDS",250833.78
"1872",2025-02-19,"86614623F00003","Housing and Urban Development",725846,0,2025-02-20,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614623F00003&modNumber=P00004&idvAgencyID=&idvPIID=GS10F0281S&contractType=AWARD","SOCIAL POLICY RESEARCH ASSOCIATES INC","EVALUATION OF THE EMERGENCY HOUSING VOUCHER (EHV) PROGRAM",0
"1873",2025-02-19,"86614623C00005","Housing and Urban Development",1019271,0,2025-02-20,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614623C00005&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","HEALTHY HOUSING SOLUTIONS, INC.","COHORT 2 OLDER ADULT HOME MODIFICATION (OAHM)",0
"1874",2025-02-19,"86614623F00008","Housing and Urban Development",938109,505332,2025-02-20,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614623F00008&modNumber=P00007&idvAgencyID=&idvPIID=47QRAA18D009J&contractType=AWARD","SP TECHNOLOGIES, LLC","ANALYTIC SUPPORT OF THE  AMERICAN HOUSING SURVEY",505332
"1875",2025-02-20,"86614324A00007","Housing and Urban Development",2e+06,0,2025-02-21,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324A00007&modNumber=P00001&idvAgencyID=&idvPIID=GS10F099AA&contractType=IDV","ARBINGER COMPANY, THE","OUTWARD MINDSET TM TRAINING SERVICES FOR HUD STAFF ENTERPRISE WIDE",0
"1876",2025-02-20,"86614324C00006","Housing and Urban Development",747400,462600,2025-02-21,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614324C00006&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","ACQUISITION SOLUTIONS EAGLES, LLC","FOIA PROCESS IMPROVEMENT",462600
"1877",2025-02-05,"86615122P00004","Housing and Urban Development",109215,25186,2025-02-11,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615122P00004&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD","POLITICO LLC","Politico Pro News services",25186
"1878",2025-02-10,"86614924F00047","Housing and Urban Development",1521942,243776,2025-02-11,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614924F00047&modNumber=P00003&idvAgencyID=&idvPIID=86614924A00001&contractType=AWARD","Summit Consulting","GRRP Evaluation Part 2",243776
"1879",2025-02-10,"86615623C00021","Housing and Urban Development",484200,484200,2025-02-11,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615623C00021&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","National Council for Behavioral Health","Mental Health First Aid",484200
"1880",2025-02-10,"86615123F00005","Housing and Urban Development",4200086.3,837443,2025-02-11,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615123F00005&modNumber=P00002&idvAgencyID=&idvPIID=86615121A00003&contractType=AWARD","Deloitte","Project management and business analysis support services to HUD's effort to modernize its IT systems.",837443
"1881",2025-02-06,"86615124F00018","Housing and Urban Development",1532431,1222882,2025-02-11,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615124F00018&modNumber=P00002&idvAgencyID=&idvPIID=86615124A00010&contractType=AWARD","ERNST AND YOUNG LLP-1","HUD Forward BPA Order 2 OCAO Programs Assessment and Implementation Plan (DEI)",1222882
"1882",2025-02-10,"86614624C00005","Housing and Urban Development",1471650,1253450,2025-02-11,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86614624C00005&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","Schatz Publishing","Student Design Competition",1253450
"1883",2025-01-30,"86615124C00006","Housing and Urban Development",1973576,1494060,2025-02-11,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615124C00006&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","MMC Investments","Workforce Assessment and Planning",1494060
"1884",2025-02-10,"86615624C00006","Housing and Urban Development",3025292,2421412,2025-02-11,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615624C00006&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","Red Carrot","Media Advertisement",2421412
"1885",2025-02-06,"86615124F00019","Housing and Urban Development",2968875,2468875,2025-02-11,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615124F00019&modNumber=P00001&idvAgencyID=&idvPIID=86615124A00010&contractType=AWARD","ERNST AND YOUNG LLP-1","HUD Forward BPA Order One 1 OCHCO (DEI)",2468875
"1886",2025-02-10,"86615624F00007","Housing and Urban Development",3470436,3092895,2025-02-11,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8600&PIID=86615624F00007&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA21D0026&contractType=AWARD","ALLMOND & CO LLC","Financial Quality Control and Technical Assistance",3092895
"1887",2025-02-04,"53987123F0022","Institute of Museum And Library Services",429811.2,78259.2,2025-02-04,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=5300&PIID=53987123F0022&modNumber=P00003&idvAgencyID=&idvPIID=GS02F108BA&contractType=AWARD","MIND YOUR BUSINESS, INC.","Contractor support for the Office of Human Resources and Equity Office, including human resources support services and Diversity, Equity, Inclusion and Accessibility services.",78259.2
"1888",2025-01-30,"53987123A0003","Institute of Museum And Library Services",4e+06,3962175.18,2025-02-03,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=5300&PIID=53987123A0003&modNumber=P00002&idvAgencyID=&idvPIID=47QRAA18D00BQ&contractType=IDV","MATHEMATICA INC.","IMLS Federal Employee Viewpoint analysis",3962175.18
"1889",2025-02-04,"53987124F0023","Institute of Museum And Library Services",1082616.38,447641.38,2025-02-04,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=5300&PIID=53987124F0023&modNumber=P00002&idvAgencyID=&idvPIID=53987123A0003&contractType=AWARD","MATHEMATICA INC.","Additional work to remove survey analysis as part of the interim report and data visualizations, and instead add 6 additional interview/focus group analysis.",447641.38
"1890",2025-02-18,"95332421P0001","International Assistance Programs",250000,213000,2025-02-19,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9543&PIID=95332421P0001&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","ECONOMIST INTELLIGENCE UNIT, NA, INCORPORATED, THE","INFRASCOPE",213000
"1891",2025-02-19,"77344424F0014","International Assistance Programs",45876,16770,2025-02-20,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=7700&PIID=77344424F0014&modNumber=P00002&idvAgencyID=&idvPIID=03310323D0056&contractType=AWARD","POLITICO LLC","E&E NEWS SUBSCRIPTION",16770
"1892",2025-02-05,"95332421C0052","International Assistance Programs",3498093.11,0,2025-02-18,"ENTITY ADDRESS CHANGE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9543&PIID=95332421C0052&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD","ICF INCORPORATED, L.L.C.","CLIMATE CHANGE TECHNICAL SUPPORT SERVICES FOR MCC PROGRAMS",0
"1893",2025-09-30,"95332420P0005","International Assistance Programs",54000,32400,2025-02-18,"FUNDING ONLY ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=9543&PIID=95332420P0005&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","Aspen Institute, Inc. (THE)","ANDE SUBSCRIPTION",32400
"1894",2025-02-13,"34300024F0043","International Trade Commission",138790,138790,2025-02-18,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3400&PIID=34300024F0043&modNumber=P00001&idvAgencyID=&idvPIID=34300023A0007&contractType=AWARD","The Windsor Group","Temporary Personnel, Attorney, FOIA and Privacy Act",138790
"1895",2025-02-24,"34300025P0001","International Trade Commission",13140,6570,2025-02-20,"TERMINATED","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3400&PIID=34300025P0001&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","Politico, LLC","Subscription: Politico Pro (3 seats) and E&E Newspapers (5 seats)",6570
"1896",2025-02-24,"34300023P0016","International Trade Commission",40000,0,2025-02-18,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3400&PIID=34300023P0016&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","Yoto Yotov","Advisory services for the development of Gravity Model.  ",0
"1897",2025-02-24,"34300023F0030","International Trade Commission",329969.12,0,2025-02-18,"FUNDING ONLY ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3400&PIID=34300023F0030&modNumber=P00003&idvAgencyID=&idvPIID=34300023A0007&contractType=AWARD","The Windsor Group","Temporary Personnel:  Paralegal",0
"1898",2025-02-24,"34300024F0021","International Trade Commission",30000,303.24,2025-02-18,"FUNDING ONLY ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3400&PIID=34300024F0021&modNumber=P00001&idvAgencyID=&idvPIID=GS02F0175S&contractType=AWARD","Shaw, Bransford, & Roth","Legal defense services",303.24
"1899",2025-02-24,"34300024F0006","International Trade Commission",25000,10505.87,2025-02-18,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3400&PIID=34300024F0006&modNumber=0&idvAgencyID=&idvPIID=GS02F0175S&contractType=AWARD","Shaw, Bransford, & Roth","Legal advice and legal defense services",10505.87
"1900",2025-02-24,"34300024P0021","International Trade Commission",42000,42000,2025-02-18,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3400&PIID=34300024P0021&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","Robert Feenstra","Consulting services, model the impact of trade policy.",42000
"1901",2025-02-24,"34300024P0024","International Trade Commission",60000,54000,2025-02-18,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3400&PIID=34300024P0024&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","James Harrigan","Specialized economic research development & evaluation of Commission models, databases, & applications",54000
"1902",2025-02-24,"34300024P0020","International Trade Commission",60075,54407.25,2025-02-18,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3400&PIID=34300024P0020&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","Rising Edge Analytics","Expert consulting services for Investigation No. 337-TA-1391",54407.25
"1903",2025-02-24,"34300023P0032","International Trade Commission",90000,57750,2025-02-18,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3400&PIID=34300023P0032&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","Marinos E. Tsigas","Advisory services on computable general equilibrium modeling focusing on labor & non-tariff measures.",57750
"1904",2025-02-24,"34300023P0030","International Trade Commission",32000,0,2025-02-20,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3400&PIID=34300023P0030&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","Financial Times, Ltd.","Subscription, FDI Intelligence Database, Two Users",0
"1905",2025-02-24,"34300021P0002","International Trade Commission",118035,0,2025-02-20,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3400&PIID=34300021P0002&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD","CQ Roll Call,Inc.","Subscription to CQ Insights and Analysis; Up to 5 seats.",0
"1906",2025-02-24,"34300024P0030","International Trade Commission",66876.96,50000,2025-02-20,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3400&PIID=34300024P0030&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","National Newspapers (NNA, Inc.)","Subscription: Newspaper delivery services.",50000
"1907",2025-02-24,"34300022P0025","International Trade Commission",418880,69240,2025-02-20,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3400&PIID=34300022P0025&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","Economist Intelligence Unit","Enterprise Subscription to Economist Intelligence Unit",69240
"1908",2025-02-24,"34300024P0007","International Trade Commission",228732,186884,2025-02-20,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=3400&PIID=34300024P0007&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","Financial Times, Ltd.","Enterprise License plus 3 print copies",186884
"1909",2025-02-11,"1305M225F0076","Marine Mammal Commission",609192.54,507827.16,2025-02-13,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=1330&PIID=1305M225F0076&modNumber=0&idvAgencyID=&idvPIID=1305M424D0026&contractType=AWARD","1STMISSION LLC","THE NOS WORKFORCE MANAGEMENT DIVERSITY AND INCLUSION DIVISION REQUIRES SUPPORT IN CONDUCTING TRAINING ON EQUAL EMPLOYMENT OPPORTUNITY FEDERAL LAWS AND REGULATIONS PROCESSES, AND POLICIES IN COMPLIANCE WITH FEDERAL LAWS, REGULATIONS, EXECUTIVE ORDERS,",507827.16
"1910",2025-02-05,"80NSSC24PA609","National Aeronautics and Space Administration",10600,0,2025-02-13,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PA609&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","Politico","POLITICO Pro Agreement for OCFO",0
"1911",2025-02-14,"80NSSC22PB703","National Aeronautics and Space Administration",109953.67,0,2025-02-18,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC22PB703&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=AWARD","HO-CHUNK SHARED SERVICES COMPANY","Strategic analysis and support services",0
"1912",2025-02-14,"80NSSC25FA034","National Aeronautics and Space Administration",249900,0,2025-02-18,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC25FA034&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA19D006N&contractType=AWARD","TECHPRIDE, INC.","SCaN Program",0
"1913",2025-02-14,"80NSSC23FA279","National Aeronautics and Space Administration",144948.2,0,2025-02-18,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC23FA279&modNumber=P00003&idvAgencyID=&idvPIID=GS10F0331M&contractType=AWARD","CREATIVE SOLUTIONS INTERNATIONAL","Consulting and meeting facilitation in support of OCIO Transformation initiatives",0
"1914",2025-02-14,"80NSSC24PC331","National Aeronautics and Space Administration",27500,0,2025-02-18,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80NSSC24PC331&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","ELI GROUP, LLC","The exclusive Leadership Lab for Women provides senior-level women with a development program designed to enhance leadership influence and behavior change to help them succeed within your organization.",0
"1915",2025-02-14,"80HQTR24FA038","National Aeronautics and Space Administration",136646.85,0,2025-02-18,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=8000&PIID=80HQTR24FA038&modNumber=P00001&idvAgencyID=&idvPIID=80HQTR24AA006&contractType=AWARD","CROWN CONSULTING, INC.","Technical Support for ARMD's Office of the Associate Administrator",0
